scenario,tag,ts_us,value,value_kind,quality
V01,qa_v2_0001,1788653490000000,55.19246891,finite,0
V01,qa_v2_0001,1788653500000000,55.19893838,finite,0
V01,qa_v2_0001,1788653510000000,55.18845353,finite,0
V01,qa_v2_0001,1788653520000000,55.16180867,finite,0
V01,qa_v2_0001,1788653530000000,55.12079333,finite,0
V01,qa_v2_0001,1788653540000000,55.06806243,finite,0
V01,qa_v2_0001,1788653550000000,55.00694363,finite,0
V01,qa_v2_0001,1788653560000000,54.94119604,finite,0
V01,qa_v2_0001,1788653570000000,54.87473761,finite,0
V01,qa_v2_0001,1788653580000000,54.81136108,finite,0
V01,qa_v2_0001,1788653590000000,54.75445919,finite,0
V01,qa_v2_0001,1788653600000000,54.70677886,finite,0
V01,qa_v2_0001,1788653610000000,54.67022253,finite,0
V01,qa_v2_0001,1788653620000000,54.64571077,finite,0
V01,qa_v2_0001,1788653630000000,54.63311627,finite,0
V01,qa_v2_0001,1788653640000000,54.6312741,finite,0
V01,qa_v2_0001,1788653650000000,54.63806724,finite,0
V01,qa_v2_0001,1788653660000000,54.65058144,finite,0
V01,qa_v2_0001,1788653670000000,54.66531796,finite,0
V01,qa_v2_0001,1788653680000000,54.67844891,finite,0
V01,qa_v2_0001,1788653690000000,54.68609649,finite,0
V01,qa_v2_0001,1788653700000000,54.68461597,finite,0
V01,qa_v2_0001,1788653710000000,54.67086188,finite,0
V01,qa_v2_0001,1788653720000000,54.64241792,finite,0
V01,qa_v2_0001,1788653730000000,54.59777412,finite,0
V01,qa_v2_0001,1788653740000000,54.53643821,finite,0
V01,qa_v2_0001,1788653750000000,54.45897324,finite,0
V01,qa_v2_0001,1788653760000000,54.36695857,finite,0
V01,qa_v2_0001,1788653770000000,54.26287722,finite,0
V01,qa_v2_0001,1788653780000000,54.14993771,finite,0
V01,qa_v2_0001,1788653790000000,54.0318432,finite,0
V01,qa_v2_0001,1788653800000000,53.91252489,finite,0
V01,qa_v2_0001,1788653810000000,53.79585888,finite,0
V01,qa_v2_0001,1788653820000000,53.68538714,finite,0
V01,qa_v2_0001,1788653830000000,53.58406276,finite,0
V01,qa_v2_0001,1788653840000000,53.49403808,finite,0
V01,qa_v2_0001,1788653850000000,53.41651096,finite,0
V01,qa_v2_0001,1788653860000000,53.35164048,finite,0
V01,qa_v2_0001,1788653870000000,53.29853809,finite,0
V01,qa_v2_0001,1788653880000000,53.25533485,finite,0
V01,qa_v2_0001,1788653890000000,53.21932,finite,0
V01,qa_v2_0001,1788653900000000,53.1871406,finite,0
V01,qa_v2_0001,1788653910000000,53.15504795,finite,0
V01,qa_v2_0001,1788653920000000,53.11917275,finite,0
V01,qa_v2_0001,1788653930000000,53.07580905,finite,0
V01,qa_v2_0001,1788653940000000,53.0216865,finite,0
V01,qa_v2_0001,1788653950000000,52.95421085,finite,0
V01,qa_v2_0001,1788653960000000,52.87165564,finite,0
V01,qa_v2_0001,1788653970000000,52.77329071,finite,0
V01,qa_v2_0001,1788653980000000,52.6594386,finite,0
V01,qa_v2_0001,1788653990000000,52.53145448,finite,0
V01,qa_v2_0001,1788654000000000,52.39163115,finite,0
V01,qa_v2_0001,1788654010000000,52.24303609,finite,0
V01,qa_v2_0001,1788654020000000,52.08929219,finite,0
V01,qa_v2_0001,1788654030000000,51.93431829,finite,0
V01,qa_v2_0001,1788654040000000,51.78204824,finite,0
V01,qa_v2_0001,1788654050000000,51.63614889,finite,0
V01,qa_v2_0001,1788654060000000,51.49975755,finite,0
V01,qa_v2_0001,1788654070000000,51.37525783,finite,0
V01,qa_v2_0001,1788654080000000,51.26411039,finite,0
V01,qa_v2_0001,1788654090000000,51.16675053,finite,0
V01,qa_v2_0001,1788654100000000,51.08256046,finite,0
V01,qa_v2_0001,1788654110000000,51.00991785,finite,0
V01,qa_v2_0001,1788654120000000,50.94631752,finite,0
V01,qa_v2_0001,1788654130000000,50.88855711,finite,0
V01,qa_v2_0001,1788654140000000,50.83297345,finite,0
V01,qa_v2_0001,1788654150000000,50.77571241,finite,0
V01,qa_v2_0001,1788654160000000,50.71301262,finite,0
V01,qa_v2_0001,1788654170000000,50.64148242,finite,0
V01,qa_v2_0001,1788654180000000,50.55835008,finite,0
V01,qa_v2_0001,1788654190000000,50.46166895,finite,0
V01,qa_v2_0001,1788654200000000,50.35046271,finite,0
V01,qa_v2_0001,1788654210000000,50.22480022,finite,0
V01,qa_v2_0001,1788654220000000,50.0857945,finite,0
V01,qa_v2_0001,1788654230000000,49.93552582,finite,0
V01,qa_v2_0001,1788654240000000,49.77689467,finite,0
V01,qa_v2_0001,1788654250000000,49.6134151,finite,0
V01,qa_v2_0001,1788654260000000,49.4489636,finite,0
V01,qa_v2_0001,1788654270000000,49.28750152,finite,0
V01,qa_v2_0001,1788654280000000,49.13279146,finite,0
V01,qa_v2_0001,1788654290000000,48.98812804,finite,0
V01,qa_v2_0001,1788654300000000,48.85610258,finite,0
V01,qa_v2_0001,1788654310000000,48.73841889,finite,0
V01,qa_v2_0001,1788654320000000,48.63577346,finite,0
V01,qa_v2_0001,1788654330000000,48.54780878,finite,0
V01,qa_v2_0001,1788654340000000,48.47314313,finite,0
V01,qa_v2_0001,1788654350000000,48.40947475,finite,0
V01,qa_v2_0001,1788654360000000,48.35375276,finite,0
V01,qa_v2_0001,1788654370000000,48.30240244,finite,0
V01,qa_v2_0001,1788654380000000,48.25158857,finite,0
V01,qa_v2_0001,1788654390000000,48.19749754,finite,0
V01,qa_v2_0001,1788654400000000,48.13661799,finite,0
V01,qa_v2_0001,1788654410000000,48.06599941,finite,0
V01,qa_v2_0001,1788654420000000,47.98346995,finite,0
V01,qa_v2_0001,1788654430000000,47.88779777,finite,0
V01,qa_v2_0001,1788654440000000,47.778784,finite,0
V01,qa_v2_0001,1788654450000000,47.6572807,finite,0
V01,qa_v2_0001,1788654460000000,47.52513252,finite,0
V01,qa_v2_0001,1788654470000000,47.3850462,finite,0
V01,qa_v2_0001,1788654480000000,47.24039745,finite,0
V01,qa_v2_0001,1788654490000000,47.09498922,finite,0
V01,qa_v2_0001,1788654500000000,46.95277893,finite,0
V01,qa_v2_0001,1788654510000000,46.81759439,finite,0
V01,qa_v2_0001,1788654520000000,46.69285907,finite,0
V01,qa_v2_0001,1788654530000000,46.58134678,finite,0
V01,qa_v2_0001,1788654540000000,46.48498331,finite,0
V01,qa_v2_0001,1788654550000000,46.40470971,finite,0
V01,qa_v2_0001,1788654560000000,46.34041692,finite,0
V01,qa_v2_0001,1788654570000000,46.29095667,finite,0
V01,qa_v2_0001,1788654580000000,46.25422766,finite,0
V01,qa_v2_0001,1788654590000000,46.22733098,finite,0
V01,qa_v2_0001,1788654600000000,46.20678328,finite,0
V01,qa_v2_0001,1788654610000000,46.1887724,finite,0
V01,qa_v2_0001,1788654620000000,46.16943674,finite,0
V01,qa_v2_0001,1788654630000000,46.14514817,finite,0
V01,qa_v2_0001,1788654640000000,46.11277793,finite,0
V01,qa_v2_0001,1788654650000000,46.0699262,finite,0
V01,qa_v2_0001,1788654660000000,46.01509868,finite,0
V01,qa_v2_0001,1788654670000000,45.94781738,finite,0
V01,qa_v2_0001,1788654680000000,45.86865746,finite,0
V01,qa_v2_0001,1788654690000000,45.77920767,finite,0
V01,qa_v2_0001,1788654700000000,45.681957,finite,0
V01,qa_v2_0001,1788654710000000,45.58011602,finite,0
V01,qa_v2_0001,1788654720000000,45.47738559,finite,0
V01,qa_v2_0001,1788654730000000,45.37769008,finite,0
V01,qa_v2_0001,1788654740000000,45.28489416,finite,0
V01,qa_v2_0001,1788654750000000,45.20252387,finite,0
V01,qa_v2_0001,1788654760000000,45.13351223,finite,0
V01,qa_v2_0001,1788654770000000,45.07998778,finite,0
V01,qa_v2_0001,1788654780000000,45.04312147,finite,0
V01,qa_v2_0001,1788654790000000,45.02304303,finite,0
V01,qa_v2_0001,1788654800000000,45.01883272,finite,0
V01,qa_v2_0001,1788654810000000,45.02858937,finite,0
V01,qa_v2_0001,1788654820000000,45.04956944,finite,0
V01,qa_v2_0001,1788654830000000,45.07838724,finite,0
V01,qa_v2_0001,1788654840000000,45.11126165,finite,0
V01,qa_v2_0001,1788654850000000,45.14429147,finite,0
V01,qa_v2_0001,1788654860000000,45.17373942,finite,0
V01,qa_v2_0001,1788654870000000,45.19630412,finite,0
V01,qa_v2_0001,1788654880000000,45.20936036,finite,0
V01,qa_v2_0001,1788654890000000,45.21115018,finite,0
V01,qa_v2_0001,1788654900000000,45.20091091,finite,0
V01,qa_v2_0001,1788654910000000,45.17893085,finite,0
V01,qa_v2_0001,1788654920000000,45.14652855,finite,0
V01,qa_v2_0001,1788654930000000,45.10595725,finite,0
V01,qa_v2_0001,1788654940000000,45.0602413,finite,0
V01,qa_v2_0001,1788654950000000,45.01295658,finite,0
V01,qa_v2_0001,1788654960000000,44.96797072,finite,0
V01,qa_v2_0001,1788654970000000,44.92916213,finite,0
V01,qa_v2_0001,1788654980000000,44.90013806,finite,0
V01,qa_v2_0001,1788654990000000,44.88397238,finite,0
V01,qa_v2_0001,1788655000000000,44.88298188,finite,0
V01,qa_v2_0001,1788655010000000,44.89855751,finite,0
V01,qa_v2_0001,1788655020000000,44.93106276,finite,0
V01,qa_v2_0001,1788655030000000,44.97980653,finite,0
V01,qa_v2_0001,1788655040000000,45.04309247,finite,0
V01,qa_v2_0001,1788655050000000,45.11834123,finite,0
V01,qa_v2_0001,1788655060000000,45.20227674,finite,0
V01,qa_v2_0001,1788655070000000,45.29116296,finite,0
V01,qa_v2_0001,1788655080000000,45.381074,finite,0
V01,qa_v2_0001,1788655090000000,45.46817787,finite,0
V01,qa_v2_0001,1788655100000000,45.54901338,finite,0
V01,qa_v2_0001,1788655110000000,45.62073997,finite,0
V01,qa_v2_0001,1788655120000000,45.68134253,finite,0
V01,qa_v2_0001,1788655130000000,45.72977606,finite,0
V01,qa_v2_0001,1788655140000000,45.76603988,finite,0
V01,qa_v2_0001,1788655150000000,45.791176,finite,0
V01,qa_v2_0001,1788655160000000,45.80719159,finite,0
V01,qa_v2_0001,1788655170000000,45.81691141,finite,0
V01,qa_v2_0001,1788655180000000,45.82377072,finite,0
V01,qa_v2_0001,1788655190000000,45.83156385,finite,0
V01,qa_v2_0001,1788655200000000,45.8441666,finite,0
V01,qa_v2_0001,1788655210000000,45.86525265,finite,0
V01,qa_v2_0001,1788655220000000,45.89802455,finite,0
V01,qa_v2_0001,1788655230000000,45.94497894,finite,0
V01,qa_v2_0001,1788655240000000,46.0077228,finite,0
V01,qa_v2_0001,1788655250000000,46.08685435,finite,0
V01,qa_v2_0001,1788655260000000,46.18191706,finite,0
V01,qa_v2_0001,1788655270000000,46.29143018,finite,0
V01,qa_v2_0001,1788655280000000,46.41299359,finite,0
V01,qa_v2_0001,1788655290000000,46.54345927,finite,0
V01,qa_v2_0001,1788655300000000,46.67915711,finite,0
V01,qa_v2_0001,1788655310000000,46.81615843,finite,0
V01,qa_v2_0001,1788655320000000,46.95055836,finite,0
V01,qa_v2_0001,1788655330000000,47.07875633,finite,0
V01,qa_v2_0001,1788655340000000,47.19771441,finite,0
V01,qa_v2_0001,1788655350000000,47.30517482,finite,0
V01,qa_v2_0001,1788655360000000,47.39982069,finite,0
V01,qa_v2_0001,1788655370000000,47.48136844,finite,0
V01,qa_v2_0001,1788655380000000,47.55058516,finite,0
V01,qa_v2_0001,1788655390000000,47.60922956,finite,0
V01,qa_v2_0001,1788655400000000,47.65992098,finite,0
V01,qa_v2_0001,1788655410000000,47.7059458,finite,0
V01,qa_v2_0001,1788655420000000,47.75101542,finite,0
V01,qa_v2_0001,1788655430000000,47.79899328,finite,0
V01,qa_v2_0001,1788655440000000,47.85361089,finite,0
V01,qa_v2_0001,1788655450000000,47.91819333,finite,0
V01,qa_v2_0001,1788655460000000,47.99541422,finite,0
V01,qa_v2_0001,1788655470000000,48.08709801,finite,0
V01,qa_v2_0001,1788655480000000,48.19408384,finite,0
V01,qa_v2_0001,1788655490000000,48.31616088,finite,0
V01,qa_v2_0001,1788655500000000,48.45207996,finite,0
V01,qa_v2_0001,1788655510000000,48.59964046,finite,0
V01,qa_v2_0001,1788655520000000,48.75584633,finite,0
V01,qa_v2_0001,1788655530000000,48.91711977,finite,0
V01,qa_v2_0001,1788655540000000,49.07955715,finite,0
V01,qa_v2_0001,1788655550000000,49.23920861,finite,0
V01,qa_v2_0001,1788655560000000,49.39236092,finite,0
V01,qa_v2_0001,1788655570000000,49.53580318,finite,0
V01,qa_v2_0001,1788655580000000,49.66705605,finite,0
V01,qa_v2_0001,1788655590000000,49.78454783,finite,0
V01,qa_v2_0001,1788655600000000,49.88772464,finite,0
V01,qa_v2_0001,1788655610000000,49.97708671,finite,0
V01,qa_v2_0001,1788655620000000,50.05414807,finite,0
V01,qa_v2_0001,1788655630000000,50.12132274,finite,0
V01,qa_v2_0001,1788655640000000,50.18174545,finite,0
V01,qa_v2_0001,1788655650000000,50.23904015,finite,0
V01,qa_v2_0001,1788655660000000,50.2970529,finite,0
V01,qa_v2_0001,1788655670000000,50.35956872,finite,0
V01,qa_v2_0001,1788655680000000,50.4300328,finite,0
V01,qa_v2_0001,1788655690000000,50.51129648,finite,0
V01,qa_v2_0001,1788655700000000,50.60540624,finite,0
V01,qa_v2_0001,1788655710000000,50.71345125,finite,0
V01,qa_v2_0001,1788655720000000,50.83548037,finite,0
V01,qa_v2_0001,1788655730000000,50.97049466,finite,0
V01,qa_v2_0001,1788655740000000,51.11651609,finite,0
V01,qa_v2_0001,1788655750000000,51.27072725,finite,0
V01,qa_v2_0001,1788655760000000,51.42967206,finite,0
V01,qa_v2_0001,1788655770000000,51.58950285,finite,0
V01,qa_v2_0001,1788655780000000,51.74625597,finite,0
V01,qa_v2_0001,1788655790000000,51.89613573,finite,0
V01,qa_v2_0001,1788655800000000,52.03578624,finite,0
V01,qa_v2_0001,1788655810000000,52.16253136,finite,0
V01,qa_v2_0001,1788655820000000,52.27456532,finite,0
V01,qa_v2_0001,1788655830000000,52.37108012,finite,0
V01,qa_v2_0001,1788655840000000,52.45232062,finite,0
V01,qa_v2_0001,1788655850000000,52.51956317,finite,0
V01,qa_v2_0001,1788655860000000,52.57501938,finite,0
V01,qa_v2_0001,1788655870000000,52.6216721,finite,0
V01,qa_v2_0001,1788655880000000,52.66305533,finite,0
V01,qa_v2_0001,1788655890000000,52.70299427,finite,0
V01,qa_v2_0001,1788655900000000,52.74532424,finite,0
V01,qa_v2_0001,1788655910000000,52.79360884,finite,0
V01,qa_v2_0001,1788655920000000,52.85087802,finite,0
V01,qa_v2_0001,1788655930000000,52.9194048,finite,0
V01,qa_v2_0001,1788655940000000,53.00053714,finite,0
V01,qa_v2_0001,1788655950000000,53.09459688,finite,0
V01,qa_v2_0001,1788655960000000,53.20085337,finite,0
V01,qa_v2_0001,1788655970000000,53.31757347,finite,0
V01,qa_v2_0001,1788655980000000,53.44214441,finite,0
V01,qa_v2_0001,1788655990000000,53.57126065,finite,0
V01,qa_v2_0001,1788656000000000,53.70116097,finite,0
V01,qa_v2_0001,1788656010000000,53.82789882,finite,0
V01,qa_v2_0001,1788656020000000,53.94762611,finite,0
V01,qa_v2_0001,1788656030000000,54.05686996,finite,0
V01,qa_v2_0001,1788656040000000,54.15278227,finite,0
V01,qa_v2_0001,1788656050000000,54.23334398,finite,0
V01,qa_v2_0001,1788656060000000,54.29750921,finite,0
V01,qa_v2_0001,1788656070000000,54.34527883,finite,0
V01,qa_v2_0001,1788656080000000,54.3776981,finite,0
V01,qa_v2_0001,1788656090000000,54.39677854,finite,0
V01,qa_v2_0001,1788656100000000,54.40534976,finite,0
V01,qa_v2_0001,1788656110000000,54.40685191,finite,0
V01,qa_v2_0001,1788656120000000,54.40508391,finite,0
V01,qa_v2_0001,1788656130000000,54.40392576,finite,0
V01,qa_v2_0001,1788656140000000,54.40705491,finite,0
V01,qa_v2_0001,1788656150000000,54.41767756,finite,0
V01,qa_v2_0001,1788656160000000,54.43829417,finite,0
V01,qa_v2_0001,1788656170000000,54.47051629,finite,0
V01,qa_v2_0001,1788656180000000,54.51494801,finite,0
V01,qa_v2_0001,1788656190000000,54.57114071,finite,0
V01,qa_v2_0001,1788656200000000,54.63762419,finite,0
V01,qa_v2_0001,1788656210000000,54.71201215,finite,0
V01,qa_v2_0001,1788656220000000,54.79117425,finite,0
V01,qa_v2_0001,1788656230000000,54.87146223,finite,0
V01,qa_v2_0001,1788656240000000,54.94897377,finite,0
V01,qa_v2_0001,1788656250000000,55.01983484,finite,0
V01,qa_v2_0001,1788656260000000,55.08048013,finite,0
V01,qa_v2_0001,1788656270000000,55.12791106,finite,0
V01,qa_v2_0001,1788656280000000,55.15991285,finite,0
V01,qa_v2_0001,1788656290000000,55.17521469,finite,0
V01,qa_v2_0001,1788656300000000,55.17358147,finite,0
V01,qa_v2_0001,1788656310000000,55.15583044,finite,0
V01,qa_v2_0001,1788656320000000,55.12377152,finite,0
V01,qa_v2_0001,1788656330000000,55.08007562,finite,0
V01,qa_v2_0001,1788656340000000,55.02808061,finite,0
V01,qa_v2_0001,1788656350000000,54.97154884,finite,0
V01,qa_v2_0001,1788656360000000,54.91439401,finite,0
V01,qa_v2_0001,1788656370000000,54.86039715,finite,0
V01,qa_v2_0001,1788656380000000,54.81293225,finite,0
V01,qa_v2_0001,1788656390000000,54.77472158,finite,0
V01,qa_v2_0001,1788656400000000,54.74763841,finite,0
V01,qa_v2_0001,1788656410000000,54.73257148,finite,0
V01,qa_v2_0001,1788656420000000,54.72936093,finite,0
V01,qa_v2_0001,1788656430000000,54.7368106,finite,0
V01,qa_v2_0001,1788656440000000,54.75277556,finite,0
V01,qa_v2_0001,1788656450000000,54.7743186,finite,0
V01,qa_v2_0001,1788656460000000,54.79792439,finite,0
V01,qa_v2_0001,1788656470000000,54.81975566,finite,0
V01,qa_v2_0001,1788656480000000,54.83593283,finite,0
V01,qa_v2_0001,1788656490000000,54.84281681,finite,0
V01,qa_v2_0001,1788656500000000,54.83727444,finite,0
V01,qa_v2_0001,1788656510000000,54.81690726,finite,0
V01,qa_v2_0001,1788656520000000,54.78022703,finite,0
V01,qa_v2_0001,1788656530000000,54.72676521,finite,0
V01,qa_v2_0001,1788656540000000,54.6571086,finite,0
V01,qa_v2_0001,1788656550000000,54.57285826,finite,0
V01,qa_v2_0001,1788656560000000,54.47651509,finite,0
V01,qa_v2_0001,1788656570000000,54.37129994,finite,0
V01,qa_v2_0001,1788656580000000,54.2609217,finite,0
V01,qa_v2_0001,1788656590000000,54.14930995,finite,0
V01,qa_v2_0001,1788656600000000,54.04033165,finite,0
V01,qa_v2_0001,1788656610000000,53.93751254,finite,0
V01,qa_v2_0001,1788656620000000,53.84378326,finite,0
V01,qa_v2_0001,1788656630000000,53.76126888,finite,0
V01,qa_v2_0001,1788656640000000,53.69113686,finite,0
V01,qa_v2_0001,1788656650000000,53.63351476,finite,0
V01,qa_v2_0001,1788656660000000,53.58748333,finite,0
V01,qa_v2_0001,1788656670000000,53.55114584,finite,0
V01,qa_v2_0001,1788656680000000,53.52176836,finite,0
V01,qa_v2_0001,1788656690000000,53.49598088,finite,0
V01,qa_v2_0001,1788656700000000,53.47002471,finite,0
V01,qa_v2_0001,1788656710000000,53.44002818,finite,0
V01,qa_v2_0001,1788656720000000,53.40229051,finite,0
V01,qa_v2_0001,1788656730000000,53.35355348,finite,0
V01,qa_v2_0001,1788656740000000,53.29124088,finite,0
V01,qa_v2_0001,1788656750000000,53.21364859,finite,0
V01,qa_v2_0001,1788656760000000,53.1200714,finite,0
V01,qa_v2_0001,1788656770000000,53.0108573,finite,0
V01,qa_v2_0001,1788656780000000,52.88738544,finite,0
V01,qa_v2_0001,1788656790000000,52.75196921,finite,0
V01,qa_v2_0001,1788656800000000,52.60769156,finite,0
V01,qa_v2_0001,1788656810000000,52.45818453,finite,0
V01,qa_v2_0001,1788656820000000,52.3073689,finite,0
V01,qa_v2_0001,1788656830000000,52.159173,finite,0
V01,qa_v2_0001,1788656840000000,52.01725092,finite,0
V01,qa_v2_0001,1788656850000000,51.88472076,finite,0
V01,qa_v2_0001,1788656860000000,51.76394178,finite,0
V01,qa_v2_0001,1788656870000000,51.65634671,finite,0
V01,qa_v2_0001,1788656880000000,51.56234132,finite,0
V01,qa_v2_0001,1788656890000000,51.48127868,finite,0
V01,qa_v2_0001,1788656900000000,51.41150976,finite,0
V01,qa_v2_0001,1788656910000000,51.35050689,finite,0
V01,qa_v2_0001,1788656920000000,51.29505104,finite,0
V01,qa_v2_0001,1788656930000000,51.2414693,finite,0
V01,qa_v2_0001,1788656940000000,51.18590532,finite,0
V01,qa_v2_0001,1788656950000000,51.12460315,finite,0
V01,qa_v2_0001,1788656960000000,51.05418377,finite,0
V01,qa_v2_0001,1788656970000000,50.97189427,finite,0
V01,qa_v2_0001,1788656980000000,50.87581159,finite,0
V01,qa_v2_0001,1788656990000000,50.76498608,finite,0
V01,qa_v2_0001,1788657000000000,50.63951432,finite,0
V01,qa_v2_0001,1788657010000000,50.50053607,finite,0
V01,qa_v2_0001,1788657020000000,50.35015541,finite,0
V01,qa_v2_0001,1788657030000000,50.19129197,finite,0
V01,qa_v2_0001,1788657040000000,50.02747288,finite,0
V01,qa_v2_0001,1788657050000000,49.86258064,finite,0
V01,qa_v2_0001,1788657060000000,49.70057522,finite,0
V01,qa_v2_0001,1788657070000000,49.5452105,finite,0
V01,qa_v2_0001,1788657080000000,49.39976569,finite,0
V01,qa_v2_0001,1788657090000000,49.26681118,finite,0
V01,qa_v2_0001,1788657100000000,49.1480259,finite,0
V01,qa_v2_0001,1788657110000000,49.04407934,finite,0
V01,qa_v2_0001,1788657120000000,48.95458688,finite,0
V01,qa_v2_0001,1788657130000000,48.87814164,finite,0
V01,qa_v2_0001,1788657140000000,48.81242051,finite,0
V01,qa_v2_0001,1788657150000000,48.7543567,finite,0
V01,qa_v2_0001,1788657160000000,48.70036628,finite,0
V01,qa_v2_0001,1788657170000000,48.64661225,finite,0
V01,qa_v2_0001,1788657180000000,48.58928689,finite,0
V01,qa_v2_0001,1788657190000000,48.52489208,finite,0
V01,qa_v2_0001,1788657200000000,48.450497,finite,0
V01,qa_v2_0001,1788657210000000,48.36395473,finite,0
V01,qa_v2_0001,1788657220000000,48.26406178,finite,0
V01,qa_v2_0001,1788657230000000,48.15064924,finite,0
V01,qa_v2_0001,1788657240000000,48.02459862,finite,0
V01,qa_v2_0001,1788657250000000,47.88778158,finite,0
V01,qa_v2_0001,1788657260000000,47.74292755,finite,0
V01,qa_v2_0001,1788657270000000,47.59342916,finite,0
V01,qa_v2_0001,1788657280000000,47.44309948,finite,0
V01,qa_v2_0001,1788657290000000,47.29589858,finite,0
V01,qa_v2_0001,1788657300000000,47.15564953,finite,0
V01,qa_v2_0001,1788657310000000,47.02576417,finite,0
V01,qa_v2_0001,1788657320000000,46.90899877,finite,0
V01,qa_v2_0001,1788657330000000,46.80725724,finite,0
V01,qa_v2_0001,1788657340000000,46.72145608,finite,0
V01,qa_v2_0001,1788657350000000,46.65146109,finite,0
V01,qa_v2_0001,1788657360000000,46.59610023,finite,0
V01,qa_v2_0001,1788657370000000,46.55325184,finite,0
V01,qa_v2_0001,1788657380000000,46.52000165,finite,0
V01,qa_v2_0001,1788657390000000,46.49285736,finite,0
V01,qa_v2_0001,1788657400000000,46.46800516,finite,0
V01,qa_v2_0001,1788657410000000,46.44158939,finite,0
V01,qa_v2_0001,1788657420000000,46.40999533,finite,0
V01,qa_v2_0001,1788657430000000,46.37011434,finite,0
V01,qa_v2_0001,1788657440000000,46.31957224,finite,0
